ID: 00012679, Ngày phát hành: 06/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: TRUNG TÂM KỸ THUẬT TIÊU CHUẨN ĐO LƯỜNG CHẤT LƯỢNG 3
ID: 00003789, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT THIÊN LỘC PHÁT
ID: 00003791, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT THIÊN LỘC PHÁT
ID: 00013445, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00000365, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI DÂY VÀ CÁP ĐIỆN HOÀNG PHÁT
ID: 00013443, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00003434, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00014211, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014210, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014209, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014182, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014183, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014215, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014212, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00000009, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH NORMAL ME TECHNOLOGY
ID: 00000118, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THIẾT BỊ ĐIỆN ATEC
ID: 00001815, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00001816, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00001184, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH TI GIA
ID: 00000309, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KIẾN MINH
ID: 00003511, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00035098, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN CÔNG NGHỆ HỢP LONG
ID: 00000046, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN ATK
ID: 00000047, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN ATK
ID: 00003505, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00003471, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00005494, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THÁI SƠN NAM
ID: 00000929, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH K.S. TERMINALS VIỆT NAM
ID: 00000398, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI ĐIỆN BÌNH SƠN
ID: 00013441, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00003792, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT THIÊN LỘC PHÁT
ID: 00002746, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN SẢN XUẤT CÔNG NGHIỆP VÀ THƯƠNG MẠI VÍT VIỆT
ID: 00002745, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN SẢN XUẤT CÔNG NGHIỆP VÀ THƯƠNG MẠI VÍT VIỆT
ID: 00002747, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN SẢN XUẤT CÔNG NGHIỆP VÀ THƯƠNG MẠI VÍT VIỆT
ID: 00000364, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI DÂY VÀ CÁP ĐIỆN HOÀNG PHÁT
ID: 00013444, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00001212, Ngày phát hành: 10/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH BẢO HỘ LAO ĐỘNG AN AN
ID: 00001322, Ngày phát hành: 06/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: LẠI DUY CÔNG
ID: 00000267, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI SẮT THÉP HOÀNG PHÁT TÀI
ID: 00003724, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH HANKYU HANSHIN EXPRESS VIỆT NAM
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00001212, Ngày phát hành: 10/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH BẢO HỘ LAO ĐỘNG AN AN
ID: 00001322, Ngày phát hành: 06/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: LẠI DUY CÔNG
ID: 00000267, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI SẮT THÉP HOÀNG PHÁT TÀI
ID: 00003724, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH HANKYU HANSHIN EXPRESS VIỆT NAM
ID: 00000655, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000630, Ngày phát hành: 20/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000674, Ngày phát hành: 29/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00001212, Ngày phát hành: 10/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH BẢO HỘ LAO ĐỘNG AN AN
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00001212, Ngày phát hành: 10/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH BẢO HỘ LAO ĐỘNG AN AN
ID: 00001322, Ngày phát hành: 06/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: LẠI DUY CÔNG
ID: 00000267, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI SẮT THÉP HOÀNG PHÁT TÀI
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00001212, Ngày phát hành: 10/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH BẢO HỘ LAO ĐỘNG AN AN
ID: 00001322, Ngày phát hành: 06/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: LẠI DUY CÔNG
ID: 00000267, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI SẮT THÉP HOÀNG PHÁT TÀI
ID: 00003724, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH HANKYU HANSHIN EXPRESS VIỆT NAM
ID: 00000655, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000630, Ngày phát hành: 20/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000674, Ngày phát hành: 29/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000018, Ngày phát hành: 11/06/2024, Kỳ kê khai: , Khách hàng: CÔNG TY CỔ PHẦN SCG VIỆT NAM
ID: 00001425, Ngày phát hành: 20/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THIẾT BỊ MÁY MÓC HUỲNH ANH
ID: 03011596, Ngày phát hành: 02/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Trung tâm Kinh doanh VNPT - Hà Nội - Chi nhánh Tổng công ty Dịch vụ Viễn thông
ID: 00000366, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI DÂY VÀ CÁP ĐIỆN HOÀNG PHÁT
ID: 00013442, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00001791, Ngày phát hành: 14/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00001770, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00013642, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013644, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013641, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013640, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013638, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
ID: 00001212, Ngày phát hành: 10/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH BẢO HỘ LAO ĐỘNG AN AN
ID: 00001322, Ngày phát hành: 06/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: LẠI DUY CÔNG
ID: 00000267, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI SẮT THÉP HOÀNG PHÁT TÀI
ID: 00003724, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH HANKYU HANSHIN EXPRESS VIỆT NAM
ID: 00000655, Ngày phát hành: 25/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000630, Ngày phát hành: 20/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000674, Ngày phát hành: 29/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ NHÀ HÀNG - KHÁCH SẠN PHẠM VÂN
ID: 00000018, Ngày phát hành: 11/06/2024, Kỳ kê khai: , Khách hàng: CÔNG TY CỔ PHẦN SCG VIỆT NAM
ID: 00001425, Ngày phát hành: 20/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THIẾT BỊ MÁY MÓC HUỲNH ANH
ID: 03011596, Ngày phát hành: 02/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Trung tâm Kinh doanh VNPT - Hà Nội - Chi nhánh Tổng công ty Dịch vụ Viễn thông
ID: 00000366, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI DÂY VÀ CÁP ĐIỆN HOÀNG PHÁT
ID: 00013442, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00001791, Ngày phát hành: 14/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00001770, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00013642, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013644, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013641, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013640, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013638, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013643, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00013639, Ngày phát hành: 13/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00003789, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT THIÊN LỘC PHÁT
ID: 00003791, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT THIÊN LỘC PHÁT
ID: 00013445, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00000365, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI DÂY VÀ CÁP ĐIỆN HOÀNG PHÁT
ID: 00013443, Ngày phát hành: 12/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00003434, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00014211, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014210, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014209, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014182, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014183, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014215, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00014212, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TRÁCH NHIỆM HỮU HẠN SCHNEIDER ELECTRIC VIỆT NAM
ID: 00000009, Ngày phát hành: 19/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH NORMAL ME TECHNOLOGY
ID: 00000118, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THIẾT BỊ ĐIỆN ATEC
ID: 00001815, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00001816, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI THIẾT BỊ ĐIỆN ALPHA
ID: 00001184, Ngày phát hành: 17/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH TI GIA
ID: 00000309, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI KIẾN MINH
ID: 00003511, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00035098, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN CÔNG NGHỆ HỢP LONG
ID: 00000046, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN ATK
ID: 00000047, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY CỔ PHẦN ATK
ID: 00003505, Ngày phát hành: 18/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công ty Cổ phần Thương Mại Nam Á
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00000245, Ngày phát hành: 26/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: Công Ty Cổ Phần Bigshop Việt Nam
ID: 00000239, Ngày phát hành: 31/05/2024, Kỳ kê khai: Tháng 5/2024, Khách hàng: CÔNG TY TNHH NGUỒN NHÂN LỰC XANH
ID: 00001002, Ngày phát hành: 05/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH THƯƠNG MẠI VIỆT XANH
ID: 00000465, Ngày phát hành: 11/06/2024, Kỳ kê khai: Tháng 6/2024, Khách hàng: CÔNG TY TNHH VIỆT NAM MUSASHI PAINT
